Total Monthly Consumption Oct. 2020,Total Monthly Consumption Jan. 2021,Control Group,First Moment Treatment,Second Moment Europe Treatment,First & Second Moment Treatment,Second Moment Domestic Treatment,Europe Mean Growth Expectation Prior,Europe Uncertainty in Growth Expectation Prior,Log Net Household Income Sep. 2020,Belgian,Danish,Spanish,French,Italian,Dutch,Household Size,Male,High-School Educated,Post-Secondary Educated,Age,Sufficient Liquidity,LiquidAssets
1170,1170,1,0,0,0,0,0.3304114730761298,-0.711068901,-0.35272237,0,1,0,0,0,0,1,0,1,0,0.4558881788674447,1,1
2165,1640,0,0,0,0,1,0.1067119202558917,-0.914012418,-2.01764064,0,1,0,0,0,0,2,0,1,0,0.6031556151804603,1,1
818,865,0,0,1,0,0,-0.284762297,-0.406653639,-0.787649162,0,1,0,0,0,0,1,1,1,0,0.5295218970239525,0,1
1330,760,0,0,1,0,0,-1.12363562,0.3036485774738572,0.6673972726297179,0,1,0,0,0,0,4,0,1,0,-2.121291957,1,1
1422,1805,0,0,0,1,0,-0.620311626,0.2021768961934379,0.065971551,0,1,0,0,0,0,1,1,0,1,1.1922253604325226,1,0.97326719
3050,1360,1,0,0,0,0,0.4981861376913084,-0.609597151,-2.051260903,0,1,0,0,0,0,1,0,0,1,-1.164053621,0,1
1370,1150,0,0,1,0,0,1.7285336782026175,0.4051203581758842,-0.071350692,0,1,0,0,0,0,3,0,0,0,-0.79588503,1,1
2300,2100,0,1,0,0,0,0.777810579,-0.102238396,0.1274325570006584,0,1,0,0,0,0,4,1,0,0,-2.047658238,1,1
6800,5970,0,0,1,0,0,-0.284762297,0.2021768961934379,0.744909726,0,1,0,0,0,0,3,0,1,0,0.4558881788674447,1,0
1790,2320,0,0,1,0,0,-0.899936067,2.1301401330023046,0.3837087372362044,0,1,0,0,0,0,4,1,0,1,0.087719588,1,0
2930,1720,1,0,0,0,0,-0.284762297,-0.406653639,0.4886335461313594,0,1,0,0,0,0,4,0,0,1,0.3086207425544292,1,0.27066326
1250,1475,0,1,0,0,0,-0.899936067,-0.711068901,-0.30321901,0,1,0,0,0,0,2,1,0,0,-0.206815285,0,1
2750,4280,0,0,1,0,0,0.2185616966660107,-0.711068901,0.8822319691822419,0,1,0,0,0,0,2,0,1,0,0.8240567696499836,1,0.35640967
1110,1870,0,0,0,0,1,0.3304114730761298,-0.711068901,0.4271725401761777,0,1,0,0,0,0,4,1,0,1,-0.79588503,0,1
510,490,1,0,0,0,0,-0.005137856,1.724253209037412,-3.158736539,0,1,0,0,0,0,1,0,0,1,-1.826757084,1,1
4330,2100,0,0,0,1,0,-0.005137856,-0.102238396,-2.051260903,0,1,0,0,0,0,3,1,1,0,0.3822544607109369,1,0.67568256
1660,1280,0,1,0,0,0,0.3304114730761298,-0.711068901,0.3837087372362044,0,1,0,0,0,0,1,1,0,0,1.2658590785890305,1,0.78802502
5015,3935,0,1,0,0,0,-0.061062744,-0.609597151,0.4886335461313594,0,1,0,0,0,0,2,1,0,1,-1.090419902,1,0.5869382399999999
4700,8250,0,0,1,0,0,0.3863363612811893,-0.203710127,-0.617523316,0,1,0,0,0,0,4,0,0,1,-1.679489648,1,0.99999999
1430,940,0,0,0,0,1,-0.061062744,-0.406653639,-0.034985183,0,1,0,0,0,0,2,0,0,1,-1.164053621,1,0.714255314
4785,4000,0,0,0,0,1,-0.899936067,-0.102238396,0.9436929751374252,0,1,0,0,0,0,4,1,0,1,0.3086207425544292,1,0.294447142
1740,980,0,0,1,0,0,0.3863363612811893,-0.609597151,0.2647547998159933,0,1,0,0,0,0,2,1,0,1,0.9713242059629992,1,0.781547994
3540,765,0,0,0,1,0,0.3304114730761298,-0.50812542,0.3837087372362044,0,1,0,0,0,0,2,1,1,0,0.4558881788674447,1,0.876621318
530,0,0,0,0,0,1,-0.005137856,-0.914012418,-2.08619994,0,1,0,0,0,0,1,1,1,0,-2.194925675,0,0.974670814
1094,726,0,0,0,0,1,-0.284762297,-0.203710127,0.2898502973608427,0,1,0,0,0,0,1,1,0,1,-1.237687339,1,1
1020,1900,0,0,0,1,0,-0.899936067,-0.50812542,-1.894572001,0,1,0,0,0,0,2,1,0,1,0.6031556151804603,1,0.61549402
4460,1460,0,1,0,0,0,0.2185616966660107,-0.50812542,-0.034985183,0,1,0,0,0,0,3,1,1,0,1.1185916422760147,1,0.81619133
3213,2700,1,0,0,0,0,-0.899936067,1.1154227733792694,0.2647547998159933,0,1,0,0,0,0,2,1,0,1,-0.501350157,1,0.9083722
885,380,0,1,0,0,0,-0.284762297,-0.203710127,-0.090105727,0,1,0,0,0,0,3,1,0,1,-0.648617593,0,0.17775978
2820,1200,1,0,0,0,0,0.3304114730761298,-0.711068901,0.4271725401761777,0,1,0,0,0,0,2,0,1,0,-0.943152466,1,0.15731463
2045,1810,0,0,0,0,1,-0.899936067,1.521309647633358,1.1819719523577628,0,1,0,0,0,0,2,1,0,0,1.707661387528077,1,1
2050,2004,0,0,0,0,1,-0.50846185,-0.203710127,-1.468722771,0,1,0,0,0,0,1,1,0,1,-1.679489648,1,0.26682415
2100,1570,0,0,0,0,1,-0.396612074,0.4051203581758842,0.1849254884656876,0,1,0,0,0,0,2,0,0,1,-1.237687339,1,1
1850,2250,0,0,1,0,0,-0.340687185,0.5065921388779114,-1.9237822,0,1,0,0,0,0,2,1,0,1,-0.648617593,1,0.8702334549999999
1550,0,1,0,0,0,0,1.0574350197419036,-0.812540662,0.3837087372362044,0,1,0,0,0,0,6,0,0,1,-0.943152466,0,1
2591,624,1,0,0,0,0,1.5607590135874392,2.738970518949644,0.4886335461313594,0,1,0,0,0,0,1,1,0,1,-1.458588493,0,1.00000002
2780,2460,0,0,0,0,1,-0.50846185,0.2021768961934379,0.08485914,0,1,0,0,0,0,2,0,1,0,-0.059547848,0,1
840,1590,0,0,0,0,1,0.1626368084609512,-0.812540662,0.1849254884656876,0,1,0,0,0,0,1,1,0,1,-0.280449003,1,0.502962888
3210,2380,0,0,1,0,0,2.9029563305088675,0.3036485774738572,0.4886335461313594,0,1,0,0,0,0,3,0,1,0,0.2349870243979213,1,0.18790557
3320,3320,0,0,1,0,0,0.2744865848710703,-0.609597151,0.5824919860067227,0,1,0,0,0,0,3,0,0,0,0.3086207425544292,1,1
2360,1775,0,0,0,0,1,-0.788086291,-0.305181908,0.8298150129899007,0,1,0,0,0,0,3,0,0,1,-1.458588493,1,0.6921741
970,1169,0,1,0,0,0,0.5541110258963678,-0.50812542,-1.05002885,0,1,0,0,0,0,1,1,1,0,-0.133181566,0,0.53428334
950,750,0,0,1,0,0,0.2185616966660107,0.3036485774738572,1.1999691553729712,0,1,0,0,0,0,4,1,0,1,-0.354082721,1,0.399445363
1560,1050,0,0,0,0,1,0.6100359141014274,-0.406653639,-0.233768432,0,1,0,0,0,0,1,1,1,0,0.2349870243979213,0,0.21749932
3700,1700,0,0,1,0,0,0.6100359141014274,-0.609597151,0.8822319691822419,0,1,0,0,0,0,2,0,0,1,0.8976904878064914,1,0.41483872
1300,1900,0,0,1,0,0,1.0574350197419036,0.4051203581758842,1.1990778784100724,0,1,0,0,0,0,2,0,0,1,-0.501350157,1,0.35653836
3400,3800,0,0,1,0,0,3.238505659739225,-0.50812542,-1.786459957,0,1,0,0,0,0,3,1,0,1,-0.059547848,1,0.45720563
4400,2750,0,0,0,0,1,0.050787032,2.637498986801636,-1.985243206,0,1,0,0,0,0,4,0,1,0,-1.164053621,1,0.68347574
2900,3210,0,0,0,0,1,-0.228837409,-0.102238396,0.5824919860067227,0,1,0,0,0,0,2,1,1,0,0.7504230514934759,1,0.17981332
867,985,0,0,0,0,1,-0.732161403,-0.609597151,0.4271725401761777,0,1,0,0,0,0,1,1,1,0,0.3086207425544292,1,0.800499904
2400,2440,0,0,0,0,1,0.4422612494862488,-0.50812542,0.2898502973608427,0,1,0,0,0,0,4,0,1,0,-0.206815285,1,1
3030,3090,0,0,0,1,0,1.7844585664076773,0.3036485774738572,-0.490044612,0,1,0,0,0,0,2,1,0,1,1.6340276693715694,1,1.00000003
1548,1080,0,0,0,0,1,-0.564386738,1.3183659868076962,-0.233768432,0,1,0,0,0,0,1,0,0,1,-1.679489648,1,1.00000003
1465,1489,0,0,1,0,0,-0.061062744,-0.203710127,-1.9237822,0,1,0,0,0,0,1,0,1,0,1.1185916422760147,1,0
2380,2350,0,0,0,1,0,-0.899936067,0.1007051154914109,-1.486719974,0,1,0,0,0,0,3,1,0,1,-1.458588493,1,0.47387849
1650,1830,0,0,0,0,1,0.5541110258963678,0.7095356008603575,0.5461264775963887,0,1,0,0,0,0,2,0,1,0,-0.280449003,0,0.13234112
2550,2150,0,0,1,0,0,-0.564386738,-0.711068901,-1.866289268,0,1,0,0,0,0,6,0,1,0,0.1613533062414135,1,1
1250,1300,1,0,0,0,0,0.4422612494862488,-0.50812542,0.744909726,0,1,0,0,0,0,6,1,0,1,-0.427716439,1,0.8976289500000001
1000,1450,0,0,1,0,0,-2.353983161,1.521309647633358,-1.690059914,0,1,0,0,0,0,2,0,1,0,0.8240567696499836,1,0.7915969
1740,1980,0,0,0,0,1,0.2744865848710703,-0.812540662,0.4886335461313594,0,1,0,0,0,0,2,1,0,1,0.5295218970239525,1,0.9540357
1400,1515,0,0,0,0,1,-1.291410285,2.0286685014326897,-0.327626872,0,1,0,0,0,0,1,0,1,0,-1.60585593,0,1
1755,1755,0,0,1,0,0,-0.061062744,1.0139509429664386,0.6343997502731649,0,1,0,0,0,0,2,0,1,0,0.5295218970239525,1,0.50702801
2060,2550,0,1,0,0,0,-0.284762297,-0.000766665,-1.468722771,0,1,0,0,0,0,4,0,0,0,0.2349870243979213,0,1
680,820,0,1,0,0,0,0.2744865848710703,-0.406653639,0.2898502973608427,0,1,0,0,0,0,1,1,0,1,-0.206815285,1,0.442388666
1230,980,0,0,0,1,0,1.0574350197419036,-0.000766665,-2.456354083,0,1,0,0,0,0,1,1,1,0,0.1613533062414135,1,0.6504230400000001
2200,3900,0,1,0,0,0,1.001510131536844,0.3036485774738572,0.3021378197591168,0,1,0,0,0,0,2,1,1,0,0.7504230514934759,1,0.11935473
2715,2715,0,0,1,0,0,-0.284762297,-0.203710127,0.3142581597884846,0,1,0,0,0,0,1,0,0,1,-1.164053621,0,0.3704034
2340,2150,1,0,0,0,0,0.2185616966660107,0.5065921388779114,0.065971551,0,1,0,0,0,0,3,1,1,0,-0.280449003,0,0
1202,1595,1,0,0,0,0,-0.50846185,1.2168944049488848,0.065971551,0,1,0,0,0,0,3,0,1,0,-0.206815285,0,0.28596693
2020,1400,0,0,0,0,1,-0.172912521,-0.609597151,0.2647547998159933,0,1,0,0,0,0,1,0,0,1,-0.501350157,1,0.04293343
2150,1350,0,0,0,1,0,-0.564386738,-0.102238396,0.3837087372362044,0,1,0,0,0,0,2,1,0,1,-1.164053621,1,0.5593251
2870,2085,0,1,0,0,0,0.1067119202558917,-0.914012418,-2.08619994,0,1,0,0,0,0,2,0,0,1,-0.206815285,1,0.926872587
1910,2070,0,0,1,0,0,0.2185616966660107,-0.50812542,-2.378841629,0,1,0,0,0,0,2,0,1,0,1.1185916422760147,0,1
3730,2050,0,0,0,1,0,-0.340687185,1.521309647633358,0.744909726,0,1,0,0,0,0,2,1,0,1,0.6767893333369681,1,0.78318857
900,1170,1,0,0,0,0,0.050787032,-0.812540662,-0.165209132,0,1,0,0,0,0,1,0,1,0,0.3822544607109369,0,1
5560,5560,0,0,0,0,1,-0.620311626,0.8110073815623846,0.9073274667270896,0,1,0,0,0,0,2,0,1,0,0.087719588,1,0.6716053399999999
1700,750,0,0,0,1,0,-0.732161403,-0.203710127,0.5824919860067227,0,1,0,0,0,0,1,1,0,1,-0.280449003,1,0.90344965
1175,1175,0,0,0,0,1,0.1067119202558917,0.1007051154914109,-0.034985183,0,1,0,0,0,0,2,0,1,0,-1.60585593,1,0.6024417
1550,2260,0,0,0,0,1,0.2744865848710703,-0.406653639,0.5824919860067227,0,1,0,0,0,0,3,0,0,1,-0.059547848,1,0.5372357
2000,1560,1,0,0,0,0,2.735181665893689,-0.000766665,-0.071350692,0,1,0,0,0,0,2,0,1,0,1.4867602330585536,0,1
1030,940,0,0,0,0,1,-0.340687185,-0.914012418,0.097231995,0,1,0,0,0,0,3,0,0,1,-0.354082721,1,1
4400,3800,1,0,0,0,0,-0.899936067,1.521309647633358,0.4686140238591996,0,1,0,0,0,0,5,0,1,0,0.5295218970239525,0,0.20314229
680,671,0,0,0,1,0,1.113359907946963,-0.711068901,-0.490044612,0,1,0,0,0,0,1,0,1,0,-1.237687339,0,0.27679
2155,1710,0,0,1,0,0,0.050787032,-0.203710127,0.3380150676748448,0,1,0,0,0,0,2,0,1,0,0.01408587,1,0.2273668509999999
671,327,0,1,0,0,0,0.4422612494862488,-0.711068901,0.053153614,0,1,0,0,0,0,1,1,0,1,-0.206815285,1,0.251868802
2550,1370,0,0,0,0,1,0.050787032,-0.609597151,-0.996022543,0,1,0,0,0,0,2,0,0,1,1.707661387528077,1,0.76997809
2800,3200,1,0,0,0,0,-0.172912521,-0.203710127,0.7147091647070981,0,1,0,0,0,0,3,1,0,1,-0.427716439,1,0.311559033
3220,2750,1,0,0,0,0,-1.179560508,-0.609597151,0.3837087372362044,0,1,0,0,0,0,2,1,0,1,1.2658590785890305,1,0.99999998
2300,1700,0,0,0,0,1,-0.061062744,1.0139509429664386,0.1849254884656876,0,1,0,0,0,0,2,1,0,1,1.1185916422760147,1,1
1002,1002,0,0,0,1,0,-0.340687185,0.1007051154914109,-3.101243607,0,1,0,0,0,0,1,1,0,1,-1.679489648,1,0.903995144
870,820,0,0,0,0,1,0.2744865848710703,1.2168944049488848,-0.233768432,0,1,0,0,0,0,1,0,0,1,-1.458588493,0,1
2600,2420,1,0,0,0,0,-0.284762297,0.4051203581758842,1.0011859066024529,0,1,0,0,0,0,3,0,1,0,0.01408587,1,0.262675056
2165,1450,0,0,0,0,1,0.5541110258963678,-0.711068901,1.1999691553729712,0,1,0,0,0,0,3,1,0,1,0.5295218970239525,1,0.017656048
1010,1095,1,0,0,0,0,2.064083007432975,-0.203710127,-1.9237822,0,1,0,0,0,0,2,0,0,1,1.5603939512150615,1,1
1419,2191,1,0,0,0,0,0.5541110258963678,-0.102238396,0.1274325570006584,0,1,0,0,0,0,2,1,0,0,1.1185916422760147,1,1
1100,1100,0,1,0,0,0,-1.459184949,-0.50812542,0.1274325570006584,0,1,0,0,0,0,1,0,0,1,0.7504230514934759,1,0.193925197
3730,1800,0,0,0,1,0,-0.340687185,0.5065921388779114,0.6673972726297179,0,1,0,0,0,0,2,1,0,1,2.2230974146236315,1,1.00000002
1750,1430,0,0,0,0,1,0.6100359141014274,0.6080639195799383,0.2647547998159933,0,1,0,0,0,0,2,0,1,0,0.6031556151804603,0,0.50531137
2675,2165,1,0,0,0,0,-1.515109838,-0.406653639,-1.523843314,0,1,0,0,0,0,2,1,0,1,0.7504230514934759,1,1
2951,3700,0,1,0,0,0,-0.340687185,-0.50812542,1.0011859066024529,0,1,0,0,0,0,2,1,0,1,2.002196260154108,1,1.000000002
23980,3270,0,0,0,1,0,0.2185616966660107,-0.711068901,-1.433783734,0,1,0,0,0,0,2,1,0,1,1.413126514902046,1,0.43574908
2500,2125,0,0,1,0,0,0.2185616966660107,2.5360273055212166,0.3837087372362044,0,1,0,0,0,0,4,1,0,1,-1.311321057,0,1
1240,810,0,1,0,0,0,-1.738809391,-0.000766665,0.1274325570006584,0,1,0,0,0,0,1,1,0,1,-1.090419902,1,1
530,775,0,1,0,0,0,0.777810579,-0.102238396,-0.233768432,0,1,0,0,0,0,4,0,1,0,-0.133181566,1,0.99999996
1230,1055,0,0,1,0,0,-0.061062744,1.2168944049488848,-0.327626872,0,1,0,0,0,0,2,1,0,1,-1.311321057,1,1
2340,2220,0,0,0,1,0,-0.116987633,-0.305181908,1.1542754858116118,0,1,0,0,0,0,3,0,0,1,0.01408587,1,0.6630575
3300,2960,0,0,0,0,1,-0.340687185,1.521309647633358,0.065971551,0,1,0,0,0,0,3,1,1,0,-0.79588503,1,0.5019765
1700,1500,0,1,0,0,0,-0.284762297,0.2021768961934379,0.744909726,0,1,0,0,0,0,2,0,0,1,-0.943152466,1,0.95963126
2100,2750,1,0,0,0,0,0.8337354669216654,-0.812540662,0.4271725401761777,0,1,0,0,0,0,2,1,0,1,0.8240567696499836,1,0.373051674
1010,1250,0,0,1,0,0,0.3304114730761298,-0.50812542,0.1274325570006584,0,1,0,0,0,0,2,1,0,1,1.707661387528077,1,1
2650,2540,0,1,0,0,0,0.3863363612811893,-0.812540662,0.3837087372362044,0,1,0,0,0,0,4,1,1,0,-1.237687339,1,0.593981643
950,1110,1,0,0,0,0,-0.620311626,2.0286685014326897,-0.766340315,0,1,0,0,0,0,1,0,1,0,1.781295105684585,1,1.00000001
2000,1940,0,0,0,0,1,-0.340687185,-0.914012418,0.1274325570006584,0,1,0,0,0,0,2,1,1,0,1.413126514902046,1,1
2900,3400,0,1,0,0,0,0.2744865848710703,-0.609597151,-1.468722771,0,1,0,0,0,0,2,1,0,1,-0.79588503,1,0.3460446299999999
2760,2760,0,0,0,0,1,0.3304114730761298,-0.50812542,0.744909726,0,1,0,0,0,0,2,1,1,0,-1.237687339,1,0.27681917
3550,4620,0,0,1,0,0,-0.396612074,-0.609597151,1.3623868957331555,0,1,0,0,0,0,3,1,0,1,0.6767893333369681,1,0.99999997
2530,3590,0,0,0,0,1,-0.452536962,0.3036485774738572,0.6510512864915438,0,1,0,0,0,0,4,1,0,1,0.4558881788674447,1,0.2553051
1499,720,0,0,1,0,0,-4.311354248,1.4198380160637427,0.5824919860067227,0,1,0,0,0,0,3,0,0,1,-0.722251312,1,1
1140,1040,0,0,1,0,0,0.3863363612811893,-0.812540662,-0.35272237,0,1,0,0,0,0,2,0,0,0,-1.164053621,1,0.40186653
2570,2500,0,0,1,0,0,-0.620311626,-0.000766665,0.4984770855149289,0,1,0,0,0,0,2,1,0,1,0.8240567696499836,1,0.592466685
1540,1265,1,0,0,0,0,0.4422612494862488,-0.305181908,-0.034985183,0,1,0,0,0,0,2,1,1,0,-1.753123366,1,0.66980835
3200,980,0,0,0,0,1,-0.620311626,1.0139509429664386,0.8298150129899007,0,1,0,0,0,0,2,1,0,1,-0.206815285,1,0.7799811160000001
3140,2860,0,0,0,0,1,0.2185616966660107,-0.914012418,1.0011859066024529,0,1,0,0,0,0,2,1,1,0,-0.059547848,1,0.741339115
2010,1730,1,0,0,0,0,-0.844011179,-0.000766665,-1.838876913,0,1,0,0,0,0,3,0,1,0,0.7504230514934759,1,0.98138179
1400,1200,0,0,0,1,0,-0.955860956,-0.609597151,0.3837087372362044,0,1,0,0,0,0,1,0,0,1,-1.090419902,1,0.518566747
1470,1470,0,1,0,0,0,-0.061062744,0.4051203581758842,0.033574117,0,1,0,0,0,0,2,0,1,0,0.2349870243979213,0,0.012959227
3610,43365,0,0,0,1,0,0.1626368084609512,0.2021768961934379,0.5824919860067227,0,1,0,0,0,0,2,1,1,0,-0.943152466,1,0.091144494
3450,2880,0,0,1,0,0,-0.899936067,0.5065921388779114,0.4886335461313594,0,1,0,0,0,0,3,0,0,1,-0.79588503,1,0.45099275
1510,1690,0,0,0,0,1,0.2744865848710703,-0.609597151,0.1274325570006584,0,1,0,0,0,0,2,1,1,0,0.087719588,1,0.92641193
1130,1205,0,0,1,0,0,0.1626368084609512,-0.812540662,1.1636036469626356,0,1,0,0,0,0,2,0,0,1,1.1185916422760147,1,0.91935223
2721,900,0,1,0,0,0,-0.676236515,0.9124791622644116,-0.052982386,0,1,0,0,0,0,2,0,1,0,-0.722251312,1,1
860,970,0,0,0,0,1,-0.061062744,-0.000766665,0.1849254884656876,0,1,0,0,0,0,1,1,0,1,-1.016786184,1,0.7651825
4150,3450,1,0,0,0,0,0.6659608023064869,-0.711068901,1.055192214242441,0,1,0,0,0,0,2,1,0,1,0.9713242059629992,1,0.008036587
2600,1800,0,0,0,1,0,0.6659608023064869,-0.711068901,0.2389317929002005,0,1,0,0,0,0,2,0,1,0,0.9713242059629992,1,0.592097728
3450,2200,0,0,0,1,0,-0.005137856,-0.914012418,-1.66750602,0,1,0,0,0,0,2,0,0,1,-0.280449003,1,1
2750,3070,0,0,1,0,0,0.6659608023064869,-0.711068901,0.744909726,0,1,0,0,0,0,2,1,0,1,0.1613533062414135,1,0.5686896
750,650,0,0,1,0,0,-0.340687185,0.5065921388779114,0.1274325570006584,0,1,0,0,0,0,2,0,1,0,0.1613533062414135,1,0.22346339
3550,2670,0,0,0,1,0,1.4489092371773202,0.3036485774738572,0.1274325570006584,0,1,0,0,0,0,3,0,1,0,-1.826757084,1,0.44196483
1660,1920,0,0,0,0,1,0.3863363612811893,-0.609597151,0.5461264775963887,0,1,0,0,0,0,2,0,0,1,-1.237687339,1,0.98633176
1100,1700,1,0,0,0,0,0.3304114730761298,-0.50812542,0.1274325570006584,0,1,0,0,0,0,1,0,0,1,-1.164053621,1,0.80449477
1560,1560,0,0,1,0,0,0.6100359141014274,2.0286685014326897,2.016229573509738,0,1,0,0,0,0,1,0,0,1,-1.016786184,1,1
2550,1650,0,0,0,0,1,0.3863363612811893,-0.609597151,0.2647547998159933,0,1,0,0,0,0,1,1,0,1,-1.090419902,1,0.44114175
700,700,1,0,0,0,0,0.8896603551267249,-0.102238396,-2.284983189,0,1,0,0,0,0,1,1,1,0,-0.354082721,1,1.000000015
590,710,0,1,0,0,0,0.8337354669216654,-0.203710127,0.2647547998159933,0,1,0,0,0,0,2,0,1,0,0.087719588,0,1
950,750,0,0,1,0,0,0.7218856905115464,-0.203710127,0.744909726,0,1,0,0,0,0,3,0,0,1,-0.427716439,1,0.88957188
1000,1250,0,0,0,0,1,-1.459184949,2.738970518949644,-2.571459931,0,1,0,0,0,0,1,0,0,1,-0.79588503,0,1
3542,1159,0,1,0,0,0,0.4422612494862488,-0.711068901,-1.486719974,0,1,0,0,0,0,3,0,1,0,1.044957924119507,1,0.22573574
1380,1250,0,1,0,0,0,-1.459184949,-0.50812542,-0.233768432,0,1,0,0,0,0,1,0,1,0,1.2658590785890305,0,1
3500,5000,0,1,0,0,0,0.4981861376913084,-0.609597151,1.1542754858116118,0,1,0,0,0,0,4,0,0,1,-0.206815285,1,0.99999996
938,1028,0,1,0,0,0,-4.535053801,1.0139509429664386,-2.934198162,0,1,0,0,0,0,1,0,0,0,0.3086207425544292,0,1
915,1013,0,0,0,0,1,-0.620311626,-0.000766665,-0.256322326,0,1,0,0,0,0,1,1,0,1,0.6031556151804603,1,0.90161574
2420,1380,0,0,0,0,1,-0.788086291,0.7095356008603575,0.4886335461313594,0,1,0,0,0,0,3,1,1,0,0.7504230514934759,1,0.999999995
1504,1910,0,0,1,0,0,0.1067119202558917,-0.711068901,0.6834487204117252,0,1,0,0,0,0,2,0,0,1,-1.753123366,1,0.8202024
1880,2290,0,0,1,0,0,-0.620311626,-0.000766665,0.1849254884656876,0,1,0,0,0,0,2,0,1,0,0.5295218970239525,1,1
1170,1370,0,0,0,1,0,0.7218856905115464,-0.609597151,-0.071350692,0,1,0,0,0,0,1,1,1,0,-0.280449003,1,0.29325092
2640,1620,1,0,0,0,0,0.050787032,-0.203710127,1.0011859066024529,0,1,0,0,0,0,2,1,0,1,0.8240567696499836,1,0.64360865
0,0,1,0,0,0,0,1.2811345725621417,0.4051203581758842,0.3836864661765628,0,1,0,0,0,0,4,0,1,0,-0.648617593,1,1
1270,1130,0,0,0,1,0,-0.340687185,0.5065921388779114,-0.233768432,0,1,0,0,0,0,1,1,1,0,0.7504230514934759,1,0.77700978
1735,1650,0,0,0,1,0,0.3304114730761298,-0.914012418,0.6510512864915438,0,1,0,0,0,0,4,0,0,0,0.2349870243979213,0,0.7468239999999999
2045,1545,0,1,0,0,0,-0.284762297,0.2021768961934379,-2.122565449,0,1,0,0,0,0,4,1,1,0,-0.427716439,1,0.2833455
2100,2770,0,1,0,0,0,-0.899936067,0.5065921388779114,0.3837087372362044,0,1,0,0,0,0,4,0,1,0,0.2349870243979213,1,1
840,860,1,0,0,0,0,0.1067119202558917,-0.711068901,0.4271725401761777,0,1,0,0,0,0,2,1,1,0,-0.206815285,1,0.79464963
1390,1195,0,0,0,0,1,1.0574350197419036,-0.406653639,-0.071350692,0,1,0,0,0,0,2,1,1,0,0.087719588,1,0.14473052
1880,2100,1,0,0,0,0,-0.899936067,1.521309647633358,1.9380690067937176,0,1,0,0,0,0,2,0,0,1,0.087719588,1,0.960974621
1700,1200,0,0,0,0,1,-0.061062744,1.0139509429664386,0.3837087372362044,0,1,0,0,0,0,2,0,0,1,0.8976904878064914,1,1
1256,1101,0,0,1,0,0,-0.340687185,0.5065921388779114,-0.35272237,0,1,0,0,0,0,1,1,0,1,-1.237687339,1,0.99999998
1410,1995,0,0,0,0,1,1.6166839017924988,0.8110073815623846,0.3837087372362044,0,1,0,0,0,0,2,0,1,0,1.413126514902046,1,1
1917,3200,0,1,0,0,0,0.3863363612811893,-0.609597151,0.081738887,0,1,0,0,0,0,1,1,1,0,-0.501350157,0,0
699,704,0,0,0,0,1,0.3304114730761298,-0.50812542,-0.327626872,0,1,0,0,0,0,1,1,0,0,-0.79588503,1,0.42483039
2090,2090,0,0,1,0,0,-0.284762297,-0.203710127,0.3837087372362044,0,1,0,0,0,0,6,1,0,1,-0.206815285,1,0.50365761
2300,2300,0,0,0,0,1,0.5541110258963678,-0.711068901,0.6174310229351415,0,1,0,0,0,0,2,0,1,0,0.5295218970239525,1,0.050867926
1930,1730,0,0,1,0,0,0.8337354669216654,-0.609597151,-0.233768432,0,1,0,0,0,0,2,0,0,1,1.8549288238410928,1,1
3050,870,0,1,0,0,0,-3.584330701,1.3183659868076962,0.9436929751374252,0,1,0,0,0,0,2,1,0,1,-0.354082721,1,0.600693164
850,1040,1,0,0,0,0,-0.676236515,-0.50812542,0.6673972726297179,0,1,0,0,0,0,2,1,0,1,0.8240567696499836,1,0.52658947
3250,1750,0,0,0,0,1,-0.340687185,0.7095356008603575,-2.08619994,0,1,0,0,0,0,2,1,1,0,0.4558881788674447,1,1
3220,2610,0,0,0,0,1,0.1626368084609512,-0.812540662,0.1274325570006584,0,1,0,0,0,0,2,1,0,0,0.9713242059629992,1,0.88869997
285,250,1,0,0,0,0,-0.452536962,-0.102238396,-3.718720777,0,1,0,0,0,0,1,1,1,0,0.9713242059629992,0,1
730,1290,0,1,0,0,0,2.3437074484582725,-0.914012418,0.744909726,0,1,0,0,0,0,2,0,1,0,0.3086207425544292,1,1
1260,1110,0,0,0,0,1,-1.459184949,0.5065921388779114,-0.327626872,0,1,0,0,0,0,2,0,1,0,0.7504230514934759,1,0.22978609
1235,2190,1,0,0,0,0,-3.416556037,1.2168944049488848,-1.072582745,0,1,0,0,0,0,2,0,0,1,1.8549288238410928,1,0.66985246
1188,1690,0,1,0,0,0,-0.340687185,-0.102238396,0.4886335461313594,0,0,0,0,1,0,5,0,0,1,-1.384954775,1,0.913812643
1020,1710,0,0,1,0,0,0.6659608023064869,-0.711068901,-0.071350692,0,0,0,0,1,0,4,1,0,1,-0.79588503,1,0.08750276
1770,2770,0,0,1,0,0,0.1067119202558917,-0.914012418,0.4886335461313594,0,0,0,0,1,0,4,0,1,0,0.8240567696499836,1,0.34237996
480,550,0,0,0,1,0,-0.620311626,0.6080639195799383,-0.233768432,0,0,0,0,1,0,3,0,0,1,0.1613533062414135,1,0.76986873
1695,2135,0,0,0,0,1,0.3304114730761298,-0.711068901,0.3837087372362044,0,0,0,0,1,0,2,1,1,0,0.6767893333369681,1,0.036605388
2260,810,0,0,0,0,1,0.3863363612811893,-0.812540662,0.1274325570006584,0,0,0,0,1,0,4,0,0,0,-0.574983875,1,1.00000002
